CD4_T_cells,CD8_T_cells,macrophages,normal_fibres,damaged_fibres,regenerating_fibres,real_part_eig_1,imaginary_part_eig_1,real_part_eig_2,imaginary_part_eig_2,real_part_eig_3,imaginary_part_eig_3,real_part_eig_4,imaginary_part_eig_4,real_part_eig_5,imaginary_part_eig_5
840.8808871771415,64.07803865801033,21620.36607200245,31.7109630581076,1.0001646304857463,67.28887231140666,-9.289925206839934,0.0,-1.0903591021179817,0.0,-0.0922661055750561,0.5308534252513661,-0.0922661055750561,-0.5308534252513661,-0.6170163327962555,0.0
840.8808871771411,64.0780386580103,21620.366072002445,31.710963058107605,1.000164630485746,67.28887231140665,-9.289925206839934,0.0,-1.0903591021179797,0.0,-0.0922661055750563,0.5308534252513651,-0.0922661055750563,-0.5308534252513651,-0.6170163327962579,0.0
840.8808871771411,64.0780386580103,21620.366072002445,31.710963058107605,1.000164630485746,67.28887231140665,-9.289925206839934,0.0,-1.0903591021179797,0.0,-0.0922661055750563,0.5308534252513651,-0.0922661055750563,-0.5308534252513651,-0.6170163327962579,0.0
840.8808871771411,64.0780386580103,21620.366072002445,31.710963058107605,1.000164630485746,67.28887231140665,-9.289925206839934,0.0,-1.0903591021179797,0.0,-0.0922661055750563,0.5308534252513651,-0.0922661055750563,-0.5308534252513651,-0.6170163327962579,0.0
840.8808871771415,64.07803865801033,21620.36607200245,31.7109630581076,1.0001646304857463,67.28887231140666,-9.289925206839934,0.0,-1.0903591021179817,0.0,-0.0922661055750561,0.5308534252513661,-0.0922661055750561,-0.5308534252513661,-0.6170163327962555,0.0
840.8808871771415,64.07803865801033,21620.36607200245,31.7109630581076,1.0001646304857463,67.28887231140666,-9.289925206839934,0.0,-1.0903591021179817,0.0,-0.0922661055750561,0.5308534252513661,-0.0922661055750561,-0.5308534252513661,-0.6170163327962555,0.0
840.8808871771411,64.0780386580103,21620.366072002445,31.710963058107605,1.000164630485746,67.28887231140665,-9.289925206839934,0.0,-1.0903591021179797,0.0,-0.0922661055750563,0.5308534252513651,-0.0922661055750563,-0.5308534252513651,-0.6170163327962579,0.0
840.8808871771411,64.0780386580103,21620.366072002445,31.710963058107605,1.000164630485746,67.28887231140665,-9.289925206839934,0.0,-1.0903591021179797,0.0,-0.0922661055750563,0.5308534252513651,-0.0922661055750563,-0.5308534252513651,-0.6170163327962579,0.0
840.8808871771415,64.07803865801033,21620.36607200245,31.7109630581076,1.0001646304857463,67.28887231140666,-9.289925206839934,0.0,-1.0903591021179817,0.0,-0.0922661055750561,0.5308534252513661,-0.0922661055750561,-0.5308534252513661,-0.6170163327962555,0.0
840.8808871771411,64.0780386580103,21620.366072002445,31.710963058107605,1.000164630485746,67.28887231140665,-9.289925206839934,0.0,-1.0903591021179797,0.0,-0.0922661055750563,0.5308534252513651,-0.0922661055750563,-0.5308534252513651,-0.6170163327962579,0.0
840.8808871771411,64.0780386580103,21620.366072002445,31.710963058107605,1.000164630485746,67.28887231140665,-9.289925206839934,0.0,-1.0903591021179797,0.0,-0.0922661055750563,0.5308534252513651,-0.0922661055750563,-0.5308534252513651,-0.6170163327962579,0.0
840.8808871771411,64.0780386580103,21620.366072002445,31.710963058107605,1.000164630485746,67.28887231140665,-9.289925206839934,0.0,-1.0903591021179797,0.0,-0.0922661055750563,0.5308534252513651,-0.0922661055750563,-0.5308534252513651,-0.6170163327962579,0.0
840.8808871771411,64.0780386580103,21620.366072002445,31.710963058107605,1.000164630485746,67.28887231140665,-9.289925206839934,0.0,-1.0903591021179797,0.0,-0.0922661055750563,0.5308534252513651,-0.0922661055750563,-0.5308534252513651,-0.6170163327962579,0.0
840.8808871771411,64.0780386580103,21620.366072002445,31.710963058107605,1.000164630485746,67.28887231140665,-9.289925206839934,0.0,-1.0903591021179797,0.0,-0.0922661055750563,0.5308534252513651,-0.0922661055750563,-0.5308534252513651,-0.6170163327962579,0.0
840.8808871771411,64.0780386580103,21620.366072002445,31.710963058107605,1.000164630485746,67.28887231140665,-9.289925206839934,0.0,-1.0903591021179797,0.0,-0.0922661055750563,0.5308534252513651,-0.0922661055750563,-0.5308534252513651,-0.6170163327962579,0.0
840.8808871771411,64.0780386580103,21620.366072002445,31.710963058107605,1.000164630485746,67.28887231140665,-9.289925206839934,0.0,-1.0903591021179797,0.0,-0.0922661055750563,0.5308534252513651,-0.0922661055750563,-0.5308534252513651,-0.6170163327962579,0.0
840.8808871771411,64.0780386580103,21620.366072002445,31.710963058107605,1.000164630485746,67.28887231140665,-9.289925206839934,0.0,-1.0903591021179797,0.0,-0.0922661055750563,0.5308534252513651,-0.0922661055750563,-0.5308534252513651,-0.6170163327962579,0.0
840.8808871771415,64.07803865801033,21620.36607200245,31.7109630581076,1.0001646304857463,67.28887231140666,-9.289925206839934,0.0,-1.0903591021179817,0.0,-0.0922661055750561,0.5308534252513661,-0.0922661055750561,-0.5308534252513661,-0.6170163327962555,0.0
840.8808871771411,64.0780386580103,21620.366072002445,31.710963058107605,1.000164630485746,67.28887231140665,-9.289925206839934,0.0,-1.0903591021179797,0.0,-0.0922661055750563,0.5308534252513651,-0.0922661055750563,-0.5308534252513651,-0.6170163327962579,0.0
840.8808871771411,64.0780386580103,21620.366072002445,31.710963058107605,1.000164630485746,67.28887231140665,-9.289925206839934,0.0,-1.0903591021179797,0.0,-0.0922661055750563,0.5308534252513651,-0.0922661055750563,-0.5308534252513651,-0.6170163327962579,0.0
840.8808871771411,64.0780386580103,21620.366072002445,31.710963058107605,1.000164630485746,67.28887231140665,-9.289925206839934,0.0,-1.0903591021179797,0.0,-0.0922661055750563,0.5308534252513651,-0.0922661055750563,-0.5308534252513651,-0.6170163327962579,0.0
840.8808871771411,64.0780386580103,21620.366072002445,31.710963058107605,1.000164630485746,67.28887231140665,-9.289925206839934,0.0,-1.0903591021179797,0.0,-0.0922661055750563,0.5308534252513651,-0.0922661055750563,-0.5308534252513651,-0.6170163327962579,0.0
840.8808871771415,64.07803865801033,21620.36607200245,31.7109630581076,1.0001646304857463,67.28887231140666,-9.289925206839934,0.0,-1.0903591021179817,0.0,-0.0922661055750561,0.5308534252513661,-0.0922661055750561,-0.5308534252513661,-0.6170163327962555,0.0
840.8808871771411,64.0780386580103,21620.366072002445,31.710963058107605,1.000164630485746,67.28887231140665,-9.289925206839934,0.0,-1.0903591021179797,0.0,-0.0922661055750563,0.5308534252513651,-0.0922661055750563,-0.5308534252513651,-0.6170163327962579,0.0
840.8808871771415,64.07803865801033,21620.36607200245,31.7109630581076,1.0001646304857463,67.28887231140666,-9.289925206839934,0.0,-1.0903591021179817,0.0,-0.0922661055750561,0.5308534252513661,-0.0922661055750561,-0.5308534252513661,-0.6170163327962555,0.0
840.8808871771411,64.0780386580103,21620.366072002445,31.710963058107605,1.000164630485746,67.28887231140665,-9.289925206839934,0.0,-1.0903591021179797,0.0,-0.0922661055750563,0.5308534252513651,-0.0922661055750563,-0.5308534252513651,-0.6170163327962579,0.0
840.8808871771411,64.0780386580103,21620.366072002445,31.710963058107605,1.000164630485746,67.28887231140665,-9.289925206839934,0.0,-1.0903591021179797,0.0,-0.0922661055750563,0.5308534252513651,-0.0922661055750563,-0.5308534252513651,-0.6170163327962579,0.0
840.8808871771415,64.07803865801033,21620.36607200245,31.7109630581076,1.0001646304857463,67.28887231140666,-9.289925206839934,0.0,-1.0903591021179817,0.0,-0.0922661055750561,0.5308534252513661,-0.0922661055750561,-0.5308534252513661,-0.6170163327962555,0.0
840.8808871771415,64.07803865801033,21620.36607200245,31.7109630581076,1.0001646304857463,67.28887231140666,-9.289925206839934,0.0,-1.0903591021179817,0.0,-0.0922661055750561,0.5308534252513661,-0.0922661055750561,-0.5308534252513661,-0.6170163327962555,0.0
840.8808871771415,64.07803865801033,21620.36607200245,31.7109630581076,1.0001646304857463,67.28887231140666,-9.289925206839934,0.0,-1.0903591021179817,0.0,-0.0922661055750561,0.5308534252513661,-0.0922661055750561,-0.5308534252513661,-0.6170163327962555,0.0
840.8808871771415,64.07803865801033,21620.36607200245,31.7109630581076,1.0001646304857463,67.28887231140666,-9.289925206839934,0.0,-1.0903591021179817,0.0,-0.0922661055750561,0.5308534252513661,-0.0922661055750561,-0.5308534252513661,-0.6170163327962555,0.0
840.8808871771415,64.07803865801033,21620.36607200245,31.7109630581076,1.0001646304857463,67.28887231140666,-9.289925206839934,0.0,-1.0903591021179817,0.0,-0.0922661055750561,0.5308534252513661,-0.0922661055750561,-0.5308534252513661,-0.6170163327962555,0.0
840.8808871771415,64.07803865801033,21620.36607200245,31.7109630581076,1.0001646304857463,67.28887231140666,-9.289925206839934,0.0,-1.0903591021179817,0.0,-0.0922661055750561,0.5308534252513661,-0.0922661055750561,-0.5308534252513661,-0.6170163327962555,0.0
840.8808871771415,64.07803865801033,21620.36607200245,31.7109630581076,1.0001646304857463,67.28887231140666,-9.289925206839934,0.0,-1.0903591021179817,0.0,-0.0922661055750561,0.5308534252513661,-0.0922661055750561,-0.5308534252513661,-0.6170163327962555,0.0
840.8808871771415,64.07803865801033,21620.36607200245,31.7109630581076,1.0001646304857463,67.28887231140666,-9.289925206839934,0.0,-1.0903591021179817,0.0,-0.0922661055750561,0.5308534252513661,-0.0922661055750561,-0.5308534252513661,-0.6170163327962555,0.0
840.8808871771411,64.0780386580103,21620.366072002445,31.710963058107605,1.000164630485746,67.28887231140665,-9.289925206839934,0.0,-1.0903591021179797,0.0,-0.0922661055750563,0.5308534252513651,-0.0922661055750563,-0.5308534252513651,-0.6170163327962579,0.0
840.8808871771415,64.07803865801033,21620.36607200245,31.7109630581076,1.0001646304857463,67.28887231140666,-9.289925206839934,0.0,-1.0903591021179817,0.0,-0.0922661055750561,0.5308534252513661,-0.0922661055750561,-0.5308534252513661,-0.6170163327962555,0.0
840.8808871771415,64.07803865801033,21620.36607200245,31.7109630581076,1.0001646304857463,67.28887231140666,-9.289925206839934,0.0,-1.0903591021179817,0.0,-0.0922661055750561,0.5308534252513661,-0.0922661055750561,-0.5308534252513661,-0.6170163327962555,0.0
840.8808871771411,64.0780386580103,21620.366072002445,31.710963058107605,1.000164630485746,67.28887231140665,-9.289925206839934,0.0,-1.0903591021179797,0.0,-0.0922661055750563,0.5308534252513651,-0.0922661055750563,-0.5308534252513651,-0.6170163327962579,0.0
840.8808871771411,64.0780386580103,21620.366072002445,31.710963058107605,1.000164630485746,67.28887231140665,-9.289925206839934,0.0,-1.0903591021179797,0.0,-0.0922661055750563,0.5308534252513651,-0.0922661055750563,-0.5308534252513651,-0.6170163327962579,0.0
840.8808871771411,64.0780386580103,21620.366072002445,31.710963058107605,1.000164630485746,67.28887231140665,-9.289925206839934,0.0,-1.0903591021179797,0.0,-0.0922661055750563,0.5308534252513651,-0.0922661055750563,-0.5308534252513651,-0.6170163327962579,0.0
840.8808871771415,64.07803865801033,21620.36607200245,31.7109630581076,1.0001646304857463,67.28887231140666,-9.289925206839934,0.0,-1.0903591021179817,0.0,-0.0922661055750561,0.5308534252513661,-0.0922661055750561,-0.5308534252513661,-0.6170163327962555,0.0
840.8808871771415,64.07803865801033,21620.36607200245,31.7109630581076,1.0001646304857463,67.28887231140666,-9.289925206839934,0.0,-1.0903591021179817,0.0,-0.0922661055750561,0.5308534252513661,-0.0922661055750561,-0.5308534252513661,-0.6170163327962555,0.0
840.8808871771411,64.0780386580103,21620.366072002445,31.710963058107605,1.000164630485746,67.28887231140665,-9.289925206839934,0.0,-1.0903591021179797,0.0,-0.0922661055750563,0.5308534252513651,-0.0922661055750563,-0.5308534252513651,-0.6170163327962579,0.0
840.8808871771415,64.07803865801033,21620.36607200245,31.7109630581076,1.0001646304857463,67.28887231140666,-9.289925206839934,0.0,-1.0903591021179817,0.0,-0.0922661055750561,0.5308534252513661,-0.0922661055750561,-0.5308534252513661,-0.6170163327962555,0.0
840.8808871771415,64.07803865801033,21620.36607200245,31.7109630581076,1.0001646304857463,67.28887231140666,-9.289925206839934,0.0,-1.0903591021179817,0.0,-0.0922661055750561,0.5308534252513661,-0.0922661055750561,-0.5308534252513661,-0.6170163327962555,0.0
840.8808871771415,64.07803865801033,21620.36607200245,31.7109630581076,1.0001646304857463,67.28887231140666,-9.289925206839934,0.0,-1.0903591021179817,0.0,-0.0922661055750561,0.5308534252513661,-0.0922661055750561,-0.5308534252513661,-0.6170163327962555,0.0
840.8808871771415,64.07803865801033,21620.36607200245,31.7109630581076,1.0001646304857463,67.28887231140666,-9.289925206839934,0.0,-1.0903591021179817,0.0,-0.0922661055750561,0.5308534252513661,-0.0922661055750561,-0.5308534252513661,-0.6170163327962555,0.0
840.8808871771415,64.07803865801033,21620.36607200245,31.7109630581076,1.0001646304857463,67.28887231140666,-9.289925206839934,0.0,-1.0903591021179817,0.0,-0.0922661055750561,0.5308534252513661,-0.0922661055750561,-0.5308534252513661,-0.6170163327962555,0.0
840.8808871771415,64.07803865801033,21620.36607200245,31.7109630581076,1.0001646304857463,67.28887231140666,-9.289925206839934,0.0,-1.0903591021179817,0.0,-0.0922661055750561,0.5308534252513661,-0.0922661055750561,-0.5308534252513661,-0.6170163327962555,0.0
840.8808871771415,64.07803865801033,21620.36607200245,31.7109630581076,1.0001646304857463,67.28887231140666,-9.289925206839934,0.0,-1.0903591021179817,0.0,-0.0922661055750561,0.5308534252513661,-0.0922661055750561,-0.5308534252513661,-0.6170163327962555,0.0
840.8808871771411,64.0780386580103,21620.366072002445,31.710963058107605,1.000164630485746,67.28887231140665,-9.289925206839934,0.0,-1.0903591021179797,0.0,-0.0922661055750563,0.5308534252513651,-0.0922661055750563,-0.5308534252513651,-0.6170163327962579,0.0
840.8808871771415,64.07803865801033,21620.36607200245,31.7109630581076,1.0001646304857463,67.28887231140666,-9.289925206839934,0.0,-1.0903591021179817,0.0,-0.0922661055750561,0.5308534252513661,-0.0922661055750561,-0.5308534252513661,-0.6170163327962555,0.0
840.8808871771411,64.0780386580103,21620.366072002445,31.710963058107605,1.000164630485746,67.28887231140665,-9.289925206839934,0.0,-1.0903591021179797,0.0,-0.0922661055750563,0.5308534252513651,-0.0922661055750563,-0.5308534252513651,-0.6170163327962579,0.0
840.8808871771411,64.0780386580103,21620.366072002445,31.710963058107605,1.000164630485746,67.28887231140665,-9.289925206839934,0.0,-1.0903591021179797,0.0,-0.0922661055750563,0.5308534252513651,-0.0922661055750563,-0.5308534252513651,-0.6170163327962579,0.0
840.8808871771411,64.0780386580103,21620.366072002445,31.710963058107605,1.000164630485746,67.28887231140665,-9.289925206839934,0.0,-1.0903591021179797,0.0,-0.0922661055750563,0.5308534252513651,-0.0922661055750563,-0.5308534252513651,-0.6170163327962579,0.0
840.8808871771415,64.07803865801033,21620.36607200245,31.7109630581076,1.0001646304857463,67.28887231140666,-9.289925206839934,0.0,-1.0903591021179817,0.0,-0.0922661055750561,0.5308534252513661,-0.0922661055750561,-0.5308534252513661,-0.6170163327962555,0.0
840.8808871771411,64.0780386580103,21620.366072002445,31.710963058107605,1.000164630485746,67.28887231140665,-9.289925206839934,0.0,-1.0903591021179797,0.0,-0.0922661055750563,0.5308534252513651,-0.0922661055750563,-0.5308534252513651,-0.6170163327962579,0.0
840.8808871771411,64.0780386580103,21620.366072002445,31.710963058107605,1.000164630485746,67.28887231140665,-9.289925206839934,0.0,-1.0903591021179797,0.0,-0.0922661055750563,0.5308534252513651,-0.0922661055750563,-0.5308534252513651,-0.6170163327962579,0.0
840.8808871771415,64.07803865801033,21620.36607200245,31.7109630581076,1.0001646304857463,67.28887231140666,-9.289925206839934,0.0,-1.0903591021179817,0.0,-0.0922661055750561,0.5308534252513661,-0.0922661055750561,-0.5308534252513661,-0.6170163327962555,0.0
840.8808871771415,64.07803865801033,21620.36607200245,31.7109630581076,1.0001646304857463,67.28887231140666,-9.289925206839934,0.0,-1.0903591021179817,0.0,-0.0922661055750561,0.5308534252513661,-0.0922661055750561,-0.5308534252513661,-0.6170163327962555,0.0
840.8808871771415,64.07803865801033,21620.36607200245,31.7109630581076,1.0001646304857463,67.28887231140666,-9.289925206839934,0.0,-1.0903591021179817,0.0,-0.0922661055750561,0.5308534252513661,-0.0922661055750561,-0.5308534252513661,-0.6170163327962555,0.0
840.8808871771415,64.07803865801033,21620.36607200245,31.7109630581076,1.0001646304857463,67.28887231140666,-9.289925206839934,0.0,-1.0903591021179817,0.0,-0.0922661055750561,0.5308534252513661,-0.0922661055750561,-0.5308534252513661,-0.6170163327962555,0.0
840.8808871771415,64.07803865801033,21620.36607200245,31.7109630581076,1.0001646304857463,67.28887231140666,-9.289925206839934,0.0,-1.0903591021179817,0.0,-0.0922661055750561,0.5308534252513661,-0.0922661055750561,-0.5308534252513661,-0.6170163327962555,0.0
840.8808871771411,64.0780386580103,21620.366072002445,31.710963058107605,1.000164630485746,67.28887231140665,-9.289925206839934,0.0,-1.0903591021179797,0.0,-0.0922661055750563,0.5308534252513651,-0.0922661055750563,-0.5308534252513651,-0.6170163327962579,0.0
840.8808871771411,64.0780386580103,21620.366072002445,31.710963058107605,1.000164630485746,67.28887231140665,-9.289925206839934,0.0,-1.0903591021179797,0.0,-0.0922661055750563,0.5308534252513651,-0.0922661055750563,-0.5308534252513651,-0.6170163327962579,0.0
840.8808871771411,64.0780386580103,21620.366072002445,31.710963058107605,1.000164630485746,67.28887231140665,-9.289925206839934,0.0,-1.0903591021179797,0.0,-0.0922661055750563,0.5308534252513651,-0.0922661055750563,-0.5308534252513651,-0.6170163327962579,0.0
840.8808871771415,64.07803865801033,21620.36607200245,31.7109630581076,1.0001646304857463,67.28887231140666,-9.289925206839934,0.0,-1.0903591021179817,0.0,-0.0922661055750561,0.5308534252513661,-0.0922661055750561,-0.5308534252513661,-0.6170163327962555,0.0
840.8808871771415,64.07803865801033,21620.36607200245,31.7109630581076,1.0001646304857463,67.28887231140666,-9.289925206839934,0.0,-1.0903591021179817,0.0,-0.0922661055750561,0.5308534252513661,-0.0922661055750561,-0.5308534252513661,-0.6170163327962555,0.0
840.8808871771415,64.07803865801033,21620.36607200245,31.7109630581076,1.0001646304857463,67.28887231140666,-9.289925206839934,0.0,-1.0903591021179817,0.0,-0.0922661055750561,0.5308534252513661,-0.0922661055750561,-0.5308534252513661,-0.6170163327962555,0.0
840.8808871771415,64.07803865801033,21620.36607200245,31.7109630581076,1.0001646304857463,67.28887231140666,-9.289925206839934,0.0,-1.0903591021179817,0.0,-0.0922661055750561,0.5308534252513661,-0.0922661055750561,-0.5308534252513661,-0.6170163327962555,0.0
840.8808871771415,64.07803865801033,21620.36607200245,31.7109630581076,1.0001646304857463,67.28887231140666,-9.289925206839934,0.0,-1.0903591021179817,0.0,-0.0922661055750561,0.5308534252513661,-0.0922661055750561,-0.5308534252513661,-0.6170163327962555,0.0
840.8808871771415,64.07803865801033,21620.36607200245,31.7109630581076,1.0001646304857463,67.28887231140666,-9.289925206839934,0.0,-1.0903591021179817,0.0,-0.0922661055750561,0.5308534252513661,-0.0922661055750561,-0.5308534252513661,-0.6170163327962555,0.0
840.8808871771415,64.07803865801033,21620.36607200245,31.7109630581076,1.0001646304857463,67.28887231140666,-9.289925206839934,0.0,-1.0903591021179817,0.0,-0.0922661055750561,0.5308534252513661,-0.0922661055750561,-0.5308534252513661,-0.6170163327962555,0.0
840.8808871771415,64.07803865801033,21620.36607200245,31.7109630581076,1.0001646304857463,67.28887231140666,-9.289925206839934,0.0,-1.0903591021179817,0.0,-0.0922661055750561,0.5308534252513661,-0.0922661055750561,-0.5308534252513661,-0.6170163327962555,0.0
840.8808871771415,64.07803865801033,21620.36607200245,31.7109630581076,1.0001646304857463,67.28887231140666,-9.289925206839934,0.0,-1.0903591021179817,0.0,-0.0922661055750561,0.5308534252513661,-0.0922661055750561,-0.5308534252513661,-0.6170163327962555,0.0
840.8808871771411,64.0780386580103,21620.366072002445,31.710963058107605,1.000164630485746,67.28887231140665,-9.289925206839934,0.0,-1.0903591021179797,0.0,-0.0922661055750563,0.5308534252513651,-0.0922661055750563,-0.5308534252513651,-0.6170163327962579,0.0
840.8808871771415,64.07803865801033,21620.36607200245,31.7109630581076,1.0001646304857463,67.28887231140666,-9.289925206839934,0.0,-1.0903591021179817,0.0,-0.0922661055750561,0.5308534252513661,-0.0922661055750561,-0.5308534252513661,-0.6170163327962555,0.0
840.8808871771415,64.07803865801033,21620.36607200245,31.7109630581076,1.0001646304857463,67.28887231140666,-9.289925206839934,0.0,-1.0903591021179817,0.0,-0.0922661055750561,0.5308534252513661,-0.0922661055750561,-0.5308534252513661,-0.6170163327962555,0.0
840.8808871771411,64.0780386580103,21620.366072002445,31.710963058107605,1.000164630485746,67.28887231140665,-9.289925206839934,0.0,-1.0903591021179797,0.0,-0.0922661055750563,0.5308534252513651,-0.0922661055750563,-0.5308534252513651,-0.6170163327962579,0.0
